text,author,time,text_clean
"Cari nara sumber lain,  spy dpt gmbrn konstruksi kasusnya secara utuh.",@wiseguys3504,2 bulan yang lalu,cari nara sumber lain  spy dpt gmbrn konstruksi kasusnya secara utuh
"Saya kristen, tapi saya belum percaya kalo Gus Yaqut korupsi, tentunya Gus punya jawaban tersendiri mengenai kasus ini, nanti dibuka terang menderang di pengadilan, Jokowi pasti tahu barang ini,",@todeng2025,2 bulan yang lalu,saya kristen tapi saya belum percaya kalo gus yaqut korupsi tentunya gus punya jawaban tersendiri mengenai kasus ini nanti dibuka terang menderang di pengadilan jokowi pasti tahu barang ini
Yg ada di podcast ini kayaknya gk paham soal haji. Kasus kuota haji ini asli sangat kental dg muatan politis dg adanya pansus haji di dpr yg diinisiasi oleh tokoh pkb yg gk suka dg gus Yaqut.,@mahastra6367,2 bulan yang lalu,yg ada di podcast ini kayaknya gk paham soal haji kasus kuota haji ini asli sangat kental dg muatan politis dg adanya pansus haji di dpr yg diinisiasi oleh tokoh pkb yg gk suka dg gus yaqut
"Yg komenya nyinyiir penuh kedengkian pasti logikanya gk jalan alias logikanya mati. Mereka berkomentar ada yg profokatif, kedengkeian dan kebencian terhdp seseorang. Biasanya mereka iru bagian dari buzzer2 bayaran yg ingin menggiring opini publik utk membunuh karakter seseorang.",@mahastra6367,2 bulan yang lalu,yg komenya nyinyiir penuh kedengkian pasti logikanya gk jalan alias logikanya mati mereka berkomentar ada yg profokatif kedengkeian dan kebencian terhdp seseorang biasanya mereka iru bagian dari buzzer bayaran yg ingin menggiring opini publik utk membunuh karakter seseorang
"KPK jelas ngawur 🔥🔥🔥
Perlu di revisi pegawenya,dari media aja tau kok",@ahmadhusnanoffice1467,3 bulan yang lalu (diedit),"kpk jelas ngawur 
perlu di revisi pegawenyadari media aja tau kok"
Lah bukannya setiap haji harus setior ke kemenag?,@helliihsan7522,3 bulan yang lalu,lah bukannya setiap haji harus setior ke kemenag
"Fokus bencana aja, pengalihan isu doang😂😂",@LukmanKhakim-y3n,3 bulan yang lalu,fokus bencana aja pengalihan isu doang
NKRI HARGA MATI!!!!😅😅😅,@miqbal-nm1zg,3 bulan yang lalu,nkri harga mati
"1). Kenapa ya pembahasan kasus kuota haji belakangan ini koq hanya mbulet pada point : diskresi yg di keluarkan oleh Menag  ?? Bukan pada : kuota haji yang di perjualbelikan dgn harga sangat mahal oleh biro/travel haji khusus dan hasil keuntungan yang besar itu mengalirnya kemana saja  ?? 

2). Bukankah di situ letak korupsinya  ?? Dengan pasal itu akan jauh lebih mudah utk menyeret pelakunya. Daripada menggunakan pasal : 2 & 3 tentang kerugian negara dan penyalahgunaan wewenang yg cenderung debatable dan gampang di mentahkan di persidangan nanti. 

3). Apakah KPK memang tidak mampu membuktikan adanya aliran dana tersebut  ?? Atau memang di sengaja oleh KPK agar tersangka bisa lepas atau hanya mendapat vonis ringan karena sangkaan kerugian negara dan penyalahgunaan wewenang sangat lemah, hanya bersifat administratif dan bisa di mentahkan di persidangan. 

4). KPK sepertinya hanya sekedar memproses kasus ini dan menjadikan GY dan Staffnya menjadi tersangka karena desakan publik yg begitu kuat. Tetapi tidak serius mengusut aliran dananya. Mosok siihh, institusi seperti KPK tidak mampu melacak - follow the money aliran dana itu mengalir kemana saja  ?? yg bener saja. 

5). Kita tahu lah KPK saat ini di bentuk pada rezim siapa  ?? Menag saat itu di angkat pada rezim siapa  ?? Ujung dari kasus ini akan menyasar kepada siapa  ?? 

6). Kesimpulannya gampang di tebak, plot twist : kasus kuota haji ini hanya ramai di depan, ujung2nya nanti ya begitu lah. Seperti kasus2 yg lain. Menguap,...begitu saja. Kita lihat saja nanti kelanjutannya seperti apa.",@IdaNurhasanah-g9n,3 bulan yang lalu," kenapa ya pembahasan kasus kuota haji belakangan ini koq hanya mbulet pada point  diskresi yg di keluarkan oleh menag   bukan pada  kuota haji yang di perjualbelikan dgn harga sangat mahal oleh birotravel haji khusus dan hasil keuntungan yang besar itu mengalirnya kemana saja   

 bukankah di situ letak korupsinya   dengan pasal itu akan jauh lebih mudah utk menyeret pelakunya daripada menggunakan pasal     tentang kerugian negara dan penyalahgunaan wewenang yg cenderung debatable dan gampang di mentahkan di persidangan nanti 

 apakah kpk memang tidak mampu membuktikan adanya aliran dana tersebut   atau memang di sengaja oleh kpk agar tersangka bisa lepas atau hanya mendapat vonis ringan karena sangkaan kerugian negara dan penyalahgunaan wewenang sangat lemah hanya bersifat administratif dan bisa di mentahkan di persidangan 

 kpk sepertinya hanya sekedar memproses kasus ini dan menjadikan gy dan staffnya menjadi tersangka karena desakan publik yg begitu kuat tetapi tidak serius mengusut aliran dananya mosok siihh institusi seperti kpk tidak mampu melacak  follow the money aliran dana itu mengalir kemana saja   yg bener saja 

 kita tahu lah kpk saat ini di bentuk pada rezim siapa   menag saat itu di angkat pada rezim siapa   ujung dari kasus ini akan menyasar kepada siapa   

 kesimpulannya gampang di tebak plot twist  kasus kuota haji ini hanya ramai di depan ujungnya nanti ya begitu lah seperti kasus yg lain menguapbegitu saja kita lihat saja nanti kelanjutannya seperti apa"
alhamdulillah,@33doskey,3 bulan yang lalu,alhamdulillah
"Orang mau beribadah ke Tuhan, dicuri2 dimainkan oleh setan2 berwujud manusia di departemen agama. 
Gila... !!!",@agusrazak,3 bulan yang lalu,"orang mau beribadah ke tuhan dicuri dimainkan oleh setan berwujud manusia di departemen agama 
gila "
"Alhamdulillah tetangga rumah saya yang berangkat haji 2025 kmrn, lancar2 saja.. ga ada drama sama sekali...😊",@pustakamindanusantara7060,3 bulan yang lalu,alhamdulillah tetangga rumah saya yang berangkat haji  kmrn lancar saja ga ada drama sama sekali
"Secara logika dasar, kebijakan ini memang gagal nalar. Bagaimana mungkin reguler dan khusus secara pembagian bisa sama? Kata khusus pada dasarnya untuk penggunaan kapasitas yg lebih sedikit/super sedikit.
Jadi wajar ketika kebijakan dgn narasi seperti ini pada prakyeknya akan membuka banyak celah2 negatif dan membuka peluang adanya korup.",@DeniarRidwan,3 bulan yang lalu,"secara logika dasar kebijakan ini memang gagal nalar bagaimana mungkin reguler dan khusus secara pembagian bisa sama kata khusus pada dasarnya untuk penggunaan kapasitas yg lebih sedikitsuper sedikit
jadi wajar ketika kebijakan dgn narasi seperti ini pada prakyeknya akan membuka banyak celah negatif dan membuka peluang adanya korup"
"orang"" yg mengurusi haji indonesia, petugas"" haji yg terlibat dalam urusan ini, KITA TUNGGU KALIAN DI AKHIRAT!!!!!!!!",@kubika_inst,3 bulan yang lalu,orang yg mengurusi haji indonesia petugas haji yg terlibat dalam urusan ini kita tunggu kalian di akhirat
Jokowiiii lagi,@andreassetiawan4674,3 bulan yang lalu,jokowiiii lagi
"GILA, tega banget. Orang haji dikasi menu MBG 😭",@rena.m.agst10,3 bulan yang lalu,gila tega banget orang haji dikasi menu mbg 
"Klo saya tdk setuju ada haji dibuat sistem regular sy lebih setuju sistem haji furoda. Karena kalau regular ini sama saja memaksa orang tdk punya/miskin untuk mendaftar haji dengan menyetor uang ke pemerintah dulu dan mencicil tiap bulannya...padahal ayat quran mengatakan : حج البيت من استطاع اليه سبيلا....Haji itu wajib bagi yg mampu. Jaman dulu orang2 berangkat haji karena punya uang tanpa menunggu bertahun2...cukup jual sawah/10 ekor sapi langsung Gass ndaftar dan berangkat. Dengan adanya sistem regular ini jadi celah/keran untuk korupsi segelintir orang di kemenag. Jadi siapapun menterinya dia siap2 jadi TSK, sebelumnya Pak Surya darma ali sekarang Gus yakut.",@masbimo1407,3 bulan yang lalu,klo saya tdk setuju ada haji dibuat sistem regular sy lebih setuju sistem haji furoda karena kalau regular ini sama saja memaksa orang tdk punyamiskin untuk mendaftar haji dengan menyetor uang ke pemerintah dulu dan mencicil tiap bulannyapadahal ayat quran mengatakan       haji itu wajib bagi yg mampu jaman dulu orang berangkat haji karena punya uang tanpa menunggu bertahuncukup jual sawah ekor sapi langsung gass ndaftar dan berangkat dengan adanya sistem regular ini jadi celahkeran untuk korupsi segelintir orang di kemenag jadi siapapun menterinya dia siap jadi tsk sebelumnya pak surya darma ali sekarang gus yakut
Telusuri semua penerima dan pemberi jualbeli kuota haji ..ini sampai tuntas ..klompok Dajjal yg merasa mereka berhak menipu umat Islam .,@muslimhaji6292,3 bulan yang lalu,telusuri semua penerima dan pemberi jualbeli kuota haji ini sampai tuntas klompok dajjal yg merasa mereka berhak menipu umat islam 
Tamu Allah pun di jadikan bisnis,@nomormesra2374,3 bulan yang lalu,tamu allah pun di jadikan bisnis
Ada yang curiga presidennya waktu itu terlibat gak ya???,@Zagiska_FATA,3 bulan yang lalu,ada yang curiga presidennya waktu itu terlibat gak ya
"Jangan lupa PBNU kemelut ,dugaan penyimpangan hukum di menag jangan dikaburkan.",@soewarnoabdullah8896,3 bulan yang lalu,jangan lupa pbnu kemelut dugaan penyimpangan hukum di menag jangan dikaburkan
bubarin aja kpk. digaji diberi fasilitas oleh rakyat tapi ga memihak sama rakyat.tebang pilih,@irpan6353,4 bulan yang lalu,bubarin aja kpk digaji diberi fasilitas oleh rakyat tapi ga memihak sama rakyattebang pilih
Ini kan pilihan si Jokowi koplak,@praktekpemula8412,5 bulan yang lalu,ini kan pilihan si jokowi koplak
"syaiton pun heran dan marah sm pejabat kita, krn tugasnya diambil alih manusia",@kawedusanable,6 bulan yang lalu,syaiton pun heran dan marah sm pejabat kita krn tugasnya diambil alih manusia
"Yaqut sama budi masih aman nih, blm masuk status tersangka 😊😂😂",@nuubbga,6 bulan yang lalu,yaqut sama budi masih aman nih blm masuk status tersangka 
"Lagu .Feast ""kami belum tentu"" itu mmg nyata dan terbukti",@Per3njalan,6 bulan yang lalu,lagu feast kami belum tentu itu mmg nyata dan terbukti
"ulasan orang-orang yang gak faham regulasi, lebih cenderung asumsi",@ahmadsaid2180,6 bulan yang lalu,ulasan orangorang yang gak faham regulasi lebih cenderung asumsi
Kita ingin denger apa kata petinggi2 sok NU ttg korupsi,@wijayasingasari9291,6 bulan yang lalu (diedit),kita ingin denger apa kata petinggi sok nu ttg korupsi
👍,@abdulmuchib9296,6 bulan yang lalu,
Speechless,@ars_world,6 bulan yang lalu,speechless
"Jd ingat..2017 saya haji..di mina tenda full sampai selonjor saya gantian.depan tenda saya..dihuni hanya bbrp orang indonesia sajam.jadi seolah kosong..iseng kami tanya..kok bisa sama sama.dr indo satu tenda hanya bebrp org saja..sdg lainnya full
.mrk cerita kalau mreka hj pluss...ohh.setau saya haji pluss areanya beda..kenapa dikasih kan di etenda regular?????😅",@anasuryaningsih6020,6 bulan yang lalu,"jd ingat saya hajidi mina tenda full sampai selonjor saya gantiandepan tenda sayadihuni hanya bbrp orang indonesia sajamjadi seolah kosongiseng kami tanyakok bisa sama samadr indo satu tenda hanya bebrp org sajasdg lainnya full
mrk cerita kalau mreka hj plussohhsetau saya haji pluss areanya bedakenapa dikasih kan di etenda regular"
malaikat aja bingung + geleng geleng lihat Di yaqut 😂😂😂,@suhardisuhardijaya8672,6 bulan yang lalu,malaikat aja bingung  geleng geleng lihat di yaqut 
19 juta lapangan pekerjaan syaitan hilang dicolong pejabat kita,@Lamusir394,5 bulan yang lalu, juta lapangan pekerjaan syaitan hilang dicolong pejabat kita
Iblis pun takut singgasananya di neraka diambil Yaqut,@Lamusir394,5 bulan yang lalu,iblis pun takut singgasananya di neraka diambil yaqut
suka konten kayak gini dari tempo. Lebih fresh dan kekinian.,@fathiyyaaz,6 bulan yang lalu,suka konten kayak gini dari tempo lebih fresh dan kekinian
NGERI,@deteksipedia,6 bulan yang lalu,ngeri
"andai kuota tambahan diberikan ke jama'ah reguler pemerintah tak akan memberangkatkan jama'ah, krn uang porsi jamaah tidak semuanya ada di Kas Negara.",@rahdianfachmi3166,7 bulan yang lalu,andai kuota tambahan diberikan ke jamaah reguler pemerintah tak akan memberangkatkan jamaah krn uang porsi jamaah tidak semuanya ada di kas negara
Di mungkinkan para gus2 dan kyai2 yg punya usaha travel haji ikut merasakan  soal kuota haji ini utk keuntungan pribadi ...dan memang menjijikan jika ibadah itu di jadikan bisnis utk keuntungan pribadi .....!!!!!,@iyogorotna4677,7 bulan yang lalu,di mungkinkan para gus dan kyai yg punya usaha travel haji ikut merasakan  soal kuota haji ini utk keuntungan pribadi dan memang menjijikan jika ibadah itu di jadikan bisnis utk keuntungan pribadi 
Mantab ... teknik menjelaskan nya mencerahkan sekali bg orang awam,@anungnata,7 bulan yang lalu,mantab  teknik menjelaskan nya mencerahkan sekali bg orang awam
"31:01 sepertinya sudah jadi alasan default bagi pihak penyelenggara atau tour & travel ketika ada jamaah yg tidak puas dengan pelayanan/fasilitas yg diterima. Kejadian juga waktu saya umroh. Kacau sekali. Tapi selalu ketika ada kendala, bukannya bergegas mencari solusi malah berdalih bahwa ini ujian pergi ke tanah suci dan jamaah diminta bersabar, mengiming-imingi pahala, layaknya panitia surga.

Kesabaran adalah kewajiban jamaah, tapi mitigasi kendala dan memastikan jamaah bisa fokus beribadah haji/umroh dengan tenang adalah kewajiban penyelenggara. Kalau mereka lepas tangan lalu mengatasnamakan ujian dari Allah, itu berarti mereka sudah lalai menjaga tamu Allah.",@aisyahfitriannisa9948,7 bulan yang lalu," sepertinya sudah jadi alasan default bagi pihak penyelenggara atau tour  travel ketika ada jamaah yg tidak puas dengan pelayananfasilitas yg diterima kejadian juga waktu saya umroh kacau sekali tapi selalu ketika ada kendala bukannya bergegas mencari solusi malah berdalih bahwa ini ujian pergi ke tanah suci dan jamaah diminta bersabar mengimingimingi pahala layaknya panitia surga

kesabaran adalah kewajiban jamaah tapi mitigasi kendala dan memastikan jamaah bisa fokus beribadah hajiumroh dengan tenang adalah kewajiban penyelenggara kalau mereka lepas tangan lalu mengatasnamakan ujian dari allah itu berarti mereka sudah lalai menjaga tamu allah"
PREMAN DIJADIKAN MENTRI 😅😅😅,@mhdsyukri6854,7 bulan yang lalu,preman dijadikan mentri 
"Bisnis yang menggiurkan..  buang2 duit, di sisi lain banyak rakyat indo yang masih kekurangan bahkan kelaparan",@reymondyon,7 bulan yang lalu,bisnis yang menggiurkan  buang duit di sisi lain banyak rakyat indo yang masih kekurangan bahkan kelaparan
"20 ribu kutota X Rp 60 Jt = Rp 1,2 Triliun",@ben_rosyd,7 bulan yang lalu, ribu kutota x rp  jt  rp  triliun
Ini seperti kasus Tom Lembong. Korupsi karena sistem. Bukan karena makan uang negara.,@arifnawawi1583,7 bulan yang lalu,ini seperti kasus tom lembong korupsi karena sistem bukan karena makan uang negara
Kenapa sih harus ada pengkategorian Haji. Ada Reguler dan Plus. Bikin aja Reguler semua.,@Jalanlurus84,7 bulan yang lalu,kenapa sih harus ada pengkategorian haji ada reguler dan plus bikin aja reguler semua
"Gampang mau tau pejabat atau menteri itu korupsi atau engga.. 
Periksa hartanya sebelum menjabat dan pas menjabat klo hartanya naik 1000% pas menjabat uda pasti korupsi dan menggunakan kekuasaannya untuk perkaya diri sendiri",@wawankarnawan4751,7 bulan yang lalu,"gampang mau tau pejabat atau menteri itu korupsi atau engga 
periksa hartanya sebelum menjabat dan pas menjabat klo hartanya naik  pas menjabat uda pasti korupsi dan menggunakan kekuasaannya untuk perkaya diri sendiri"
Sangat..SISTEMATIS..! peran President 10 thun..Lemah dlm pengawasannya..& membuat pejabat (menteri.) Berlomba Korupsi,@harihermawan7594,7 bulan yang lalu,sangatsistematis peran president  thunlemah dlm pengawasannya membuat pejabat menteri berlomba korupsi
"Selain dana haji d korupsi ada permainan dan penggelembungan harga paspor oleh pihak jasa travel yg harus d ungkit, ortu saya  d info 1jt per orang padahal bikin paspor hanya 350ribu pas tahu. 2023😢",@cokystar2216,7 bulan yang lalu,selain dana haji d korupsi ada permainan dan penggelembungan harga paspor oleh pihak jasa travel yg harus d ungkit ortu saya  d info jt per orang padahal bikin paspor hanya ribu pas tahu 
Gpp biar belajar bersyukur & tau diri,@andhykasriandono1193,7 bulan yang lalu,gpp biar belajar bersyukur  tau diri
PBNU sekarang yang terlibat sebagai bahan cari duit untuk penggalangan dana persiapan MUNASLUB. takut ketua PBNU sekarang lengser. PBNU sekarang ini melindungi Habib habib baalwi / sangat pro Israel ( yang sekarang sudah rusak namanya). makanya duit duit yang di galang itu untuk persiapan supaya ketua PBNU tetap bisa mempertahankan posisinya.,@mRidhazzz,7 bulan yang lalu,pbnu sekarang yang terlibat sebagai bahan cari duit untuk penggalangan dana persiapan munaslub takut ketua pbnu sekarang lengser pbnu sekarang ini melindungi habib habib baalwi  sangat pro israel  yang sekarang sudah rusak namanya makanya duit duit yang di galang itu untuk persiapan supaya ketua pbnu tetap bisa mempertahankan posisinya
Sama golongan sebelah yg dikambing hitamkan khalid basalamah,@arisayank5377,7 bulan yang lalu,sama golongan sebelah yg dikambing hitamkan khalid basalamah
Bubarkan saja NU kalau terbukti ada aliran dana korupsi masuk ke NU..,@chanelpencintaalquran8995,7 bulan yang lalu,bubarkan saja nu kalau terbukti ada aliran dana korupsi masuk ke nu
Hi. Dan fpi pun keetawa ketiwi lihart berita ini.,@MrKhoirulyaqin,7 bulan yang lalu,hi dan fpi pun keetawa ketiwi lihart berita ini
Korupsi harga Mati slogan para TerMul😂😂,@sukardilolo7577,7 bulan yang lalu,korupsi harga mati slogan para termul
" @iyogorotna4677  persis! ketua syuriah atau rais am nya PBNU, yai akhyar punya KBIH Talang Mas di surabaya, tahun 2024 memberangkatkan lebih dari 300 orang haji plus dengan biaya 200 - 300 juta per orang. rata rata para jamaah itu keluarga politisi PKB dan Pengurus NU. dari mana uang segitu mereka dapatkan? ..... dari Jokowi sebagian besarnya. Triliyunan rupiah di gelontorkan jokowi untuk NU demi anaknya bisa maju wapres.",@junaidizulkarnain1250,3 bulan yang lalu, iyogorotna  persis ketua syuriah atau rais am nya pbnu yai akhyar punya kbih talang mas di surabaya tahun  memberangkatkan lebih dari  orang haji plus dengan biaya    juta per orang rata rata para jamaah itu keluarga politisi pkb dan pengurus nu dari mana uang segitu mereka dapatkan  dari jokowi sebagian besarnya triliyunan rupiah di gelontorkan jokowi untuk nu demi anaknya bisa maju wapres
