text,author,time
"Mundur itu ga masuk akal, kecuali ada yang menyerobot antrian, mungkin karena adanya pemilik travel-pemilik travel yang berani membayar besar agar bisa menyerobot antrian.",@Abu_Salafi,6 bulan yang lalu
"Sabar Bro , semoga kuota tambahan secara terus-menerus😢",@syafruddinukam4679,7 bulan yang lalu
Insya Allah sudah niat dengan tulus dan ikhlas sudah tercatatkan.,@agussujarwo1501,6 bulan yang lalu
"Adiknya aja 64 tahun, anda umur berapa? Salut masih up to date via komen juga.",@mediaash2023,6 bulan yang lalu
Dana setoran awal bertahun2 dikemanain dan dikelola apa? Sehingga pemerintah hrs subsidi jg yg cukup besar? 🤔,@beautybb5456,7 bulan yang lalu
Tidak ada,@Yasmin-r1b3n,7 bulan yang lalu
"Mbak ICW... Mohon diperjelas menyebut nama menteri agama yg tersandung korupsi namanya bukan SAID AQIL..... TAPI SAID AGIL MUNAWAR....

Dan semua lembaga negara...program2 pemerintah yg berpotensi korupsi  wqjib ada pengawasan berkala yg ketat bukan audit saja.... Kalo bisa dilembagakan sifatnya melaporkan ke kpk...",@JenarWiro,7 bulan yang lalu (diedit)
"20 000 kuota tambahan adalah hadiah untuk NU,jadi sama sekali tidak ada unsur korupsi.....😂😂😂",@radiono7180,7 bulan yang lalu
Lambat krn bnyak kepentingan  dan backup2 disitu,@Whytito1483,7 bulan yang lalu
"Tidak usah tinggi2 menganalisanya kasus Korupsi Haji ini. Sy duga KPK tdk punya keberanian u membuka kasus ini sampai sedetail detailnya, krn dinduga melibatkan orang kuat di negri ini.",@sartonoatmowiredjo995,7 bulan yang lalu
"memang,,, ibadah haji tidak ada batasannya, walaupun orang tersebut sdh melaksanakan haji, boleh melakukan nya lagi. tp mbok ya sadar,,, banyak saudara/i muslimnya ada yang belum sama sekali naik haji, mengalahlah.. trus juga pemerintah seperti tidak ada data,, tolong prioritaskan yang belum pernah melaksanakan haji.",@mhabykuncoro3231,7 bulan yang lalu
"Negara maju tidak mau mencampuri urusan agama karena mereka sadar agama adalah ranah privat dan suci. Jika negara ikut campur terlalu jauh, agama berisiko dipakai sebagai alat politik, kekuasaan, bahkan korupsi. Dengan membiarkan agama berjalan secara mandiri di masyarakat, negara maju justru menjaga kesucian agama dari penyalahgunaan.",@mangrasis,7 bulan yang lalu
😮,@susialitasusialita,7 bulan yang lalu
Usut juga dana yg mengalir ke travel-travel nya.. Kalo logika nya ada travel yg langsung mengembalikan uang nya ke KPK bisa dianggap tidak terlibat ya aneh bgt..,@greyjoyw.1902,7 bulan yang lalu
Semoga gus yakult bernyanyi bengawan solo,@kaji3457,7 bulan yang lalu
Sebelum nonton menebak: mulyono?,@nugame406,7 bulan yang lalu
"Tapi FYI, setiap tahun kuota haji reguler itu masih cukup banyak yang tidak terpakai, ada datanya di kementrian agama. Saya bukan orang di dalam lingkaran itu. Tapi kalau pun kuota tambahan reguler itu ditambahkan tiba-tiba, maka kecil kemungkinan bisa terserap dengan baik, padahal di sisi lain mungkin saja dalam antrian yang puluhan tahun itu ada orang-orang yang memiliki kemampuan (uang, kesehatan, waktu, dst). Jadi masih ada gap informasi antara penyelenggara dan peserta. Kecuali mungkin diperkenalkan mekanisme lelang antrian ""percepatan"" yang legal atau apa pun, dan dibuka sejak setahun sebelumnya sehingga segala hal bisa dipersiapkan sebelumnya. sehingga masalah ini tidak menjadi fitnah. Karena banyak orang yang tidak mengerti alur kuota haji tambahan, ikut bicara seenaknya.",@BrowniesnFriends,7 bulan yang lalu (diedit)
Semoga tidak  Ada lagi Kasus Tata Kelola  Ibadah haji  Ditahun tahun mendatang ..,@sautsitumorangkpk,7 bulan yang lalu
Assalamualaikum.saya warga nahdiyin yg fakir ilmu mohon kpk usut tuntas kasus ini dan  tlg hapuskn onh plus,@muhamadmarup2954,7 bulan yang lalu
"icw bilang ratusan milyar itu mah berlebihan 'andai' tuduhan itu benar.
0,8 Reyal = IDR 3500
203.000x111x3500= 79 milyar.
masih ngerih MBG sih kalo nanti dikorupsi, bayangin 20juta anak broh per hari😂",@sabrinauna3969,7 bulan yang lalu
"Memalukan buanget ,gak takut sama Tuhan",@Yuliawati-xo2iv,7 bulan yang lalu
"Sy korban kebijakan yg koruptif.
Sy berhaji 2025 yg 5 hari di Makkah tdk dapat Hotel, dll. Awalnya saya cadangan terus jadi reguler. Andai yg reguler kuotanya tidak dikurangi, saya mestinya langsung adalah jabaah reguler tdk cadangan awalnya.😂",@sayotorahayu3798,7 bulan yang lalu
Karena rakyat Indonesia sabar coba kaya di nepal,@Sulis1030,7 bulan yang lalu
"😁 orang 2011-2012 aja kasus di kementrian agama.  Harusnya Mereka lebih paham soal agama 😁 lah kooo. Ya sudahlah, sudah terjadi, semoga kedepannya membaik dan lurus.",@reno3pro750,7 bulan yang lalu
"SEBENARNYA ada dua eks menteri yg terlibat kasus hukum sekarang ini, TAPI kenapa hanya satu yg selalu di angkat di bahas ?  Ada apa ?",@rajaja1932,7 bulan yang lalu
"Mengalir sampai jauh,akhirnya kelaut..",@idhammaulana7387,7 bulan yang lalu
"Betul ,",@Aisartika-pe8mv,7 bulan yang lalu
Boleh tolong ada yg jelasin ga kenapa harus ada quota khusus? Terus duitnya kemana?,@larrysiudangbesar1965,6 bulan yang lalu
Simpan keluhan anda sampai nanti bertemu Dia yg Maha Adil,@BapakEdi-u4c,7 bulan yang lalu
Cek geng solo,@astamalfarizhii2698,7 bulan yang lalu
Kuota haji merugikan negara 🤔negara  subsidi biaya haji reguler -+ 40% negara manfaatkan dana haji koq belum dengar rugi ya.. padahal BUMN beritanya sering merugi.. 🙃🤓,@suaramanusiamerdeka,7 bulan yang lalu
Coba tempo. Minta klarifikasi k ust khalid,@feryardian3035,7 bulan yang lalu
"Ayooo tempo... 



Kemarin framing ustd khalid korupsi....😮😂",@feryardian3035,7 bulan yang lalu
"Betul ICW .. alasan 50:50 itu seperti apa ? Kalo alasanya gak masuk akal ya hantam .. 
Tp kalo masuk akal yah .. 
hati2 juga kpk ..

Plotwistnya bakal gerrr sih ini .. 
Cm kalau yg jual kuota ya lgsg sikat , kelamaan ni kpk",@ZulfaTsuroyya,7 bulan yang lalu
Pengen lebih dekat ke yang maha kuasa aja masih diperas juga anjir 😂,@WargaSipil-e9n,7 bulan yang lalu
Usaha mengakali sorga.....,@OrangLangowan,7 bulan yang lalu
"berangkat dari usulan penambahan kuota untuk memperpendek antrian 
namun setelah disetujui malah digunakan bukan  sesuai tujuan penambahan kuota (pola pembuktian kecurangan yg simpel)",@kawedusanable,7 bulan yang lalu
mentri itu diangkat presiden😅 tebak semdiri selanjutnya,@sartikas866,7 bulan yang lalu
ga peduli yg penting hidup jokowi !!,@septiansuhendra5086,7 bulan yang lalu
sakit hati bgt dengernya ya allah,@ranoedihardjo,7 bulan yang lalu
"antrian makin panjang, dafter 2019 estimasi berangkat 2049, ya Allah smoga masih diberi kesempatan",@ridhoprasojo4453,7 bulan yang lalu
"Gerammm gw liat KPK, gt sederhananya khasus ini.. sampe sekarang tersangka belom ada.. astagaaaaaaa... kenapa ya kinerja pemerintah ini lambatnya minta ampun.. gw rasa kalo pegawai pemerintah ini kerja di sektor swasta, abiss kali pada dipecat ya.. contoh aja rumah sakit swasta untung tapi rumah sakit pemerintah rugi.. pada hal sama2 rumah sakit dan menerima pasien BPJS.. ajyyyy lahhh",@ari_berampu,7 bulan yang lalu
"Kembalikan sesuai fitrahnya, orang yg mampu brangkat, tanpa ada jatah porsi dari bank, dulu tanpa ada onh yg bisa di kredit, tidak ada masalah seperti skarang ini",@faizahmad-df8qh,7 bulan yang lalu
"Uang yg dikembalikan ke KPK oleh Uhud tour (Ust Khalid) itu adalah uang visa yg dibayarkan uhud tour ke travel lain (Ibnu Mas'ud) dan belakangan uang visa tsb dikembalikan oleh travel lain tsb ke travel uhud, lalu oleh travel uhud dikembalikan ke KPK atas permintaan KPK",@retnasyamsiah2210,7 bulan yang lalu (diedit)
198,@retnasyamsiah2210,7 bulan yang lalu
"Mba nya , cantik dan cerdas 😊😊😊😊😊😊",@SidikAlfurqon,7 bulan yang lalu
"Yaaaa Allah...
Ndak bisa berkata2
Kasihan rakyat kecil yg sudah antri bertahun2 dan usia semakin senja
Terkadang antrian belum sampai pun keburu meninggal dunia😢😢😢😢😢😢😢",@qismatchannel8904,7 bulan yang lalu
Dzolim bgt itu....,@rembo.chicken,7 bulan yang lalu
terus terang sj KPK takut gak punya nyali,@ianagustian,7 bulan yang lalu
Dari mn data negara mengsubsidi haji ?..bukannya dana haji yg kabarnya di pinjam sama negara ?? Dgn ribuan yg ngantri  yg mn mereka sudah bayar 25jt/org..kemn tu duit ?..kl pun ada subsidi mgkn bukan dr uang negara tapi dari hasil investasi dr dana2 jemaah yg tlah daftar tapi  blom brgkat...kalo komen mesti jelas datanya..biar tdk timbul fitnah,@Aceyo_Cloudy,7 bulan yang lalu
Hidup Mulyono Pki,@ganangsumarsono27,7 bulan yang lalu
Ya Allah smga masih rezeki brgkt 🤲🏻 dan smga pejabat berwenang yg korup sgra tobat&insyaf aamiin,@mahendrasurolelono9755,7 bulan yang lalu
Lobi Lobi masihan kak😂,@ahmadshofiyullahkholidin6939,7 bulan yang lalu
"Benar..Dana Talangan Haji dr perbankan yg menyebabkan kekacau ini..dan hingga skrg program itu msh berlaku😢..nsh ingat thn 2011. Ada 3 org di kel sy yg berangkat..mereka daftar di thn 2010..bbrp bln sblom bergkat ada paman kami yg tiba2 ingin ikut jg..dia daftar bbrp bln memjelang kebergkatan...dan dia pun bisa gabung ikut brgkat dgn yg 3 org tadi..saat itu blom ada antrian yg panjang.
Mgkn jg blom ada  antrian..",@Aceyo_Cloudy,7 bulan yang lalu (diedit)
"Saya simpati dengan ustad, dan lebih gregatan dengan si Gus karena makin ke sini sorotan lebih banyak ke ustad Khalid 
Tapi pada kasus ini, kenapa uang yg dikembalikan dari Ibnu Mas'ud itu tidak dikembalikan pada jemaah saja. Tentu, dengan begitu akan lebih 'ringan' untuk ustad Khalid kalau nanti terjadi masalah",@BapakEdi-u4c,7 bulan yang lalu
Lalu apakah dianggap langsung tidak terlibat? Sangat menyayangkan apalagi penggemar atau jamaah beliau sangat defensif di komen² cahnnel/berita kasus ini. Kalo memang ingin menegakkan amar ma'ruf nahi munkar harusnya tidak tebang pilih kepada siapapun personilnya.,@greyjoyw.1902,7 bulan yang lalu
Itulah wajah NU yang sesungguhnya,@LisannyaGaib,7 bulan yang lalu
Luar biasa Indonesia,@azizmajid646,7 bulan yang lalu
"Bisa jadi ada orang internal kementerian agama  yg jd pemilik travel penyelenggara haji. Dan travel itu dapet jatah lbh banyak,  otomatis dobel cuan lah ya",@landepsunarinten8590,7 bulan yang lalu (diedit)
"Semoga kasus ini segala jelas,dan yg bersalah di hukum",@rizalfauziyusuf6083,7 bulan yang lalu
Air mengalir sampai jauuuuhh 😂😂😂😂😂😂😂,@lilirauf1882,7 bulan yang lalu
"Produk ORMAS y gitu,",@nurlembanglembang9065,7 bulan yang lalu
Lambat karena firli yg sampai skrg tidak masuk sidang skrang padahal tersangka,@fajar_engineer2043,7 bulan yang lalu
Pasti mengalir ke bengawan solo...,@srimulatsih8720,7 bulan yang lalu
"Dikaji terus, tapi ga pernah ditindak?",@makeallclevercourse1680,7 bulan yang lalu
"Pembagian kuota 50% reguler dan 50% khusus wajar, mengingat kuota tambahan dari Arab Saudi biasanya keluar mendekati keberangkatan. Nyatanya, kuota reguler 50% saja kadang belum terserap semua karena jemaah tidak selalu siap berangkat mendadak.""",@wahidnurhamid,7 bulan yang lalu
Dari dulu saya pengagum ICW 😎😍😍,@derisusantopunyahati6292,7 bulan yang lalu
Kenapa waktu tunggu jadi panjang 20 - 30 th. Dari kabupaten - pusat apa yg salah,@irsalahuddin2108,7 bulan yang lalu
Hidup investasi dana haji yang menjanjikan!!!,@faniistifham9760,7 bulan yang lalu
Apakah ada kaitannya dgn para buzzer influencer/artis pendukung paslon tertentu yg pada berangkat haji dadakan di 2024?,@jalu_LA,7 bulan yang lalu
"Antri belasan tahun dr skian bnyyykkkk org, lumayan duitnya diputar2 dulu. 🙈",@mariachristina4726,7 bulan yang lalu
Tamu Alloh jangan dipermainkan. Bisa kwalat,@afandigiri9982,7 bulan yang lalu
Mana bisa Mentri Ormas disuruh mikir gitu. Taunya pulus pulus😂😂😂,@fandydarisman9932,7 bulan yang lalu
"Pertanyaaan nya harus nya lebih dalam lagi mba ICW, apakah permintaan haji tambahan itu tulus untuk mengurangi antrian atau memang dari awal ini sudah di niatkan untuk hal2 lainnya sebagai pemasukan bagi oknum2 berkaitan dengan dana kampanye saat itu ??",@TriModaSolusindo,7 bulan yang lalu
Nonton 🎉,@parmanalbanna686,7 bulan yang lalu
"Sebagian buatfoya²
Sebagian pelihara buzzzer
Sebagian rencananya buat IKN tapi keburu ketahuan akhirnya sebagian dikembalikan...mudah kan???",@sahabatkalbu4171,7 bulan yang lalu
"Emak gua juga ngeluarin puluhan juta, alesannya ada jamaah yg ga punya duit buat ngelunasin jadi di tuker kuotanya dengan syarat ada tambahan biaya",@muttaqiennoor513,7 bulan yang lalu
Kasus apa yg menjerat Firli ?,@hadirangga7174,7 bulan yang lalu
Lama menentukan Tersangka karena bingung kpk takut di Sandra,@animulyani3685,7 bulan yang lalu
hahahahahahhaah,@maritafitriana4474,6 bulan yang lalu
"""karena jemaah tidak selalu siap berangkat mendadak"" ya SOP nya gemana..? Harusnya ada surat pemberitahuan tiap tahunnya minimal 3 tahun berturut-turut untuk jamaah yang akan berangkat..
Waktu di DPR kan juga sempat dibahas kenapa pemberitahuannya mendadak ke calon haji..?",@adinugroho3977,7 bulan yang lalu
"Udah ditawarin belum? Kalau belum ya jangan menyimpulkan. 
Oke ga mampu, turun lah ke bawahnya. Taruhlah daerah tersebut ada sisa tak terpakai. Kan bisa dipindah ke daerah lain. Sederhana sih.",@BapakEdi-u4c,7 bulan yang lalu
"Kalo alasannya waktu mendadak, 2023 tawaran quota tambahan 8.000 atau 10.000 ditolak Kemenag.",@dien3371,6 bulan yang lalu
Sekarang 35 th waktu tunggunya. Misal Daftar usia 25 th  berarti berangkat usia 60 th. Udah pas manulanya bisa langsung prioritas nanti berangkatnya,@belajaripspantasi2046,7 bulan yang lalu
"Krn bbrp tahun yg lalu pemerintah mengadakan program Dana Talangan Haji yg di berikan oleh perbankan..akibatnya org yg blom punya uang cukup pun bisa daftar dan dpt nomer antrian..krn mereka ngutang dl ke bank..sehingga berbondong2 
 Lah org ambil program Dana Talangan Haji tsbt..bisa di lihat thn kpn antrian itu signifikan melonjak tajam..ya sekitarn tahun 2013..udah mulai lonjakan itu",@Aceyo_Cloudy,7 bulan yang lalu
Dan mulus mulus,@totobudiarjo7810,7 bulan yang lalu
Tapi dia pancasilais&cinta nkri sejati lho😊,@psantoso4649,7 bulan yang lalu
"Coba periksa juga dari 10.000 tambahan quota haji khusus tsb siapa² saja jama'ahnya , saya yakin lebih banyak Jama'ah yg hajinya sdh lebih dari 1x .",@aryaaditya2153,7 bulan yang lalu
"Yess sependapat saya, apakah beliau mmg tulus minta itu ke raja arab demi rakyat yg antriny lama. Atau....????? 🤷‍♀️",@diasanggra,7 bulan yang lalu
Cerdas,@tasbihaulia1380,6 bulan yang lalu
"Sorry g setuju beberapa poin anda, kalau untuk foya-foya, maintain organisasi relawan benar. Namun untuk IKN tidak relevan, dikarenakan nilainya kecil hanya hampir 1 triliun. 
Dan IKN membutuhkan lebih dari puluhan triliun untuk operasional continue.",@ganangsumarsono27,7 bulan yang lalu
Itu kayaknya ada modus ambil keuntungan. Padahal gak ada biaya tambahan apa2. Secara aturan kan antrian yg belakangnya otomatis naik kalo yg didepannya batal berangkat,@aingmaung-j9,7 bulan yang lalu (diedit)
"saya di ajak seperti itu ga mau, kacuali masalah uang jg merasa ini ga halal",@djbloger8831,6 bulan yang lalu
"Yg Yakin 1000% Jokowi Terlibat Dalam Kasus Ini... 
👇",@RofikPatrang,7 bulan yang lalu
Diusut sampai tuntas,@idabahmid5183,7 bulan yang lalu
Saya melaksanakan ibadah haji THN 2025.klu mau bersih masalah haji ini periksa semua mulai dari bawah DRI kbih kemenak kakanwil dan dinas kesehatan.banyak dinasa yg GK  beres.,@MahlilNasution-n7w,7 bulan yang lalu
"AWAAAAASS...Jangan TERKECOOOH , Berita panas Tetep JALAN TERUS, Pesaingnya jangan KASIH TEMPAAAT 😅",@yusufeffendi5543,7 bulan yang lalu
Mungkin mengalir sampai Bengawan Solo sana..,@raharjokoerdisalam,7 bulan yang lalu
Hayo... siapa yang bakal jadi tersangka korupsi kuota haji? 🤫,@tempovideochannel,7 bulan yang lalu
Tidak ada visi menteri...,@arwahsapi,7 bulan yang lalu
Bisa jadi😅,@zuliyana1906,7 bulan yang lalu
"Uangnya mengalir sampai jauh untuk kampanye pemilu 2024, kan gitu bro?!",@arifinazhari8721,7 bulan yang lalu
Hukum bukan berdasarkan opini,@sutikno5006,7 bulan yang lalu
1000 prosen mulyono terlibat,@mulyadi-xj3qh,6 bulan yang lalu
Mkanya lama menentukan Tersangkanya..,@animulyani3685,7 bulan yang lalu
"Kalau Mulyono gak minta tambahan kuota ya aman..
Dugaan saya dipakai untuk  biaya kampanye anaknya 
bagi bagi sembako bansos depan istana",@suaramanusiamerdeka,7 bulan yang lalu
"Masalah Hukum itu bukan masalah keyakinan, masalah bukti...",@inilah_hidup,7 bulan yang lalu
Saya super yakin sahabatku🙏,@halimsunarijadi366,7 bulan yang lalu
Tempe😂,@redminote9pro700,7 bulan yang lalu
Gak usah berharap,@RevaGein-hb2yu,6 bulan yang lalu
Miris 😢,@kurthobay,7 bulan yang lalu
"Stujuuuu 1000%, 🔥",@faizahmad-df8qh,7 bulan yang lalu
Pak Haji  Ikut yg reguler apa haji khusus? negara tiap tahun subsidi 40jutaan perjamaah haji reguler padahal haji itu wajib bagi yang mampu.. tahun depan moga dicabut saja subsidinya 🤔🙃,@suaramanusiamerdeka,7 bulan yang lalu
 @suaramanusiamerdeka  subsidi darimana? itu hasil pemanfaatan dana haji yg dilakukan pemerintah. Enak saja subsidi. PEmerintah ga pernah transparan terkait ONH itu rinciannya utk apa saja.,@rmkt.andika,6 bulan yang lalu
Pastinya...,@AhmadBuchori-ww9oy,7 bulan yang lalu
NEPAL-KAN SOLO.. 😊,@bangelbamz6023,7 bulan yang lalu
Jelass,@mukticahyono3950,7 bulan yang lalu
Masuk 😂,@adibayupratama,7 bulan yang lalu
Bukan mungkin lagi tapi emang iye 😂,@EvaKusuma-ds7ju,7 bulan yang lalu
Salawi,@sutikno5006,7 bulan yang lalu
Tok tok tok. Putusan hakim 😅😅😅,@nytchannel3359,6 bulan yang lalu
raja jawa,@ilhamfadelm.8559,6 bulan yang lalu
😅😅😅 TOP comment,@zuliyana1906,7 bulan yang lalu
"Harus ada, soalnya emak gua ngeluarin duit lebih untuk berangkat lebih awal karena ada jamaah yg ga mampu lunasin untuk berangkat, jadi dengan alasan itu ibu gua di suruh bayar tambahan kalo mau berangkat di tahun itu",@muttaqiennoor513,7 bulan yang lalu
Geng solo,@hasanahhasanah5479,7 bulan yang lalu
Berani kah KPK segera menetapkan tersangka nya ?,@amahfud885,7 bulan yang lalu
kemarin bagi-bagi sembako bansos kampanye pilpres Gemoy & Fufufafa pakai uang Mulyono ya🤓,@suaramanusiamerdeka,7 bulan yang lalu
"Tetanggaku, belum saatnya berangkat. Ternyata bisa berangka, gak tahu bagaimana caranya kok bisa",@hadimulyanto3592,7 bulan yang lalu
"Huruf depannya Y, belakangnya aqut",@LisannyaGaib,7 bulan yang lalu
"1. Yaqut
2. Kholid BS",@Sunnah_Salaf_24434,7 bulan yang lalu
No1 Yaqut,@sahabatkalbu4171,7 bulan yang lalu
Hajar bleh.. Sikat abis!!,@wonderboi2202,7 bulan yang lalu
"1. Yaqut
2. Pati NU
3. Mukidi",@hendrojuniyardi4514,6 bulan yang lalu
Jaque oui,@SasmitaWisnu,7 bulan yang lalu
"Nex ketum PBNU. 




Pagar bambu laut gmana tindak lanjut. 
Pagar beton laut juga yang terbaru selidiki dong",@hajidurov,7 bulan yang lalu
Saya minum dua,@novandranovan3319,7 bulan yang lalu
Hayooo😂,@missnona3975,7 bulan yang lalu
Kayanya UKB juga bisa kenaa nih bareng GY,@sayapahrurrozi1132,7 bulan yang lalu
"1.HL
2.KBS",@alvaroindie17,7 bulan yang lalu
Bro Yakult,@WuRyable,7 bulan yang lalu
Ya dari situlah yang paling NKRI,@catatankangrio8690,6 bulan yang lalu
Jokowi,@timummi3536,6 bulan yang lalu
Sy sk minum 2!!,@Its_felove,6 bulan yang lalu
salah satu pelanggan percetakan ijazah,@hearttakerrain,6 bulan yang lalu
yang paling kanoha 😂😂😂😂😂😡😡,@dharmahasibuanb7409,7 bulan yang lalu
